Date,WCS- Sales_Accessories,Ordered Units_Accessories,Ship Charge_Accessories,Ship Tax Amount_Accessories,Tax Amount_Accessories,Total Shipping Cost_Accessories,Discount_Accessories,WCS- Sales_Footwear,Ordered Units_Footwear,Ship Charge_Footwear,Ship Tax Amount_Footwear,Tax Amount_Footwear,Total Shipping Cost_Footwear,Discount_Footwear,WCS- Sales_Apparel,Ordered Units_Apparel,Ship Charge_Apparel,Ship Tax Amount_Apparel,Tax Amount_Apparel,Total Shipping Cost_Apparel,Discount_Apparel,WCS- Sales_Custom,Ordered Units_Custom,Ship Charge_Custom,Ship Tax Amount_Custom,Tax Amount_Custom,Total Shipping Cost_Custom,Discount_Custom,WCS- Sales_Equipment,Ordered Units_Equipment,Ship Charge_Equipment,Ship Tax Amount_Equipment,Tax Amount_Equipment,Total Shipping Cost_Equipment,Discount_Equipment,WCS- Sales_Other,Ordered Units_Other,Ship Charge_Other,Ship Tax Amount_Other,Tax Amount_Other,Total Shipping Cost_Other,Discount_Other, # of Orders , # of Page Views ,YoY Product Views %,YoY Units %,YoY Sales USD %,YoY Visitors %,YoY Page Views %,YoY Avg. Unit Retail %, # of Product Views , # of Units , # of Visitors , Sales (USD) ,YoY Avg. Order Value %,Conversion Rate,YoY Conv Rate %,YoY Orders %, AUR , AOV 
2014-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340, -   ,,,,,,, -   ,591,"38,508"," $45,155.86 ",,0.88%,,, $76.41 , $132.81 
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343, -   ,,,,,,, -   ,679,"35,687"," $47,123.49 ",,0.96%,,, $69.40 , $137.39 
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367, -   ,,,,,,, -   ,681,"37,801"," $46,947.10 ",,0.97%,,, $68.94 , $127.92 
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334, -   ,,,,,,, -   ,616,"33,221"," $44,823.48 ",,1.01%,,, $72.77 , $134.20 
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359, -   ,,,,,,, -   ,631,"39,011"," $48,645.91 ",,0.92%,,, $77.09 , $135.50 
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307, -   ,,,,,,, -   ,558,"32,244"," $42,593.87 ",,0.95%,,, $76.33 , $138.74 
2014-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267, -   ,,,,,,, -   ,475,"30,179"," $35,828.31 ",,0.88%,,, $75.43 , $134.19 
2014-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362, -   ,,,,,,, -   ,607,"37,566"," $46,615.95 ",,0.96%,,, $76.80 , $128.77 
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374, -   ,,,,,,, -   ,662,"35,560"," $49,402.30 ",,1.05%,,, $74.63 , $132.09 
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308, -   ,,,,,,, -   ,551,"36,547"," $40,043.14 ",,0.84%,,, $72.67 , $130.01 
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310, -   ,,,,,,, -   ,635,"33,038"," $42,881.59 ",,0.94%,,, $67.53 , $138.33 
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295, -   ,,,,,,, -   ,601,"34,759"," $38,608.17 ",,0.85%,,, $64.24 , $130.88 
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488, -   ,,,,,,, -   ,941,"39,573"," $58,628.19 ",,1.23%,,, $62.30 , $120.14 
2014-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421, -   ,,,,,,, -   ,862,"34,036"," $49,996.34 ",,1.24%,,, $58.00 , $118.76 
2014-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549, -   ,,,,,,, -   ,"1,012","37,444"," $61,035.75 ",,1.47%,,, $60.31 , $111.18 
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814, -   ,,,,,,, -   ,"1,619","43,371"," $96,283.33 ",,1.88%,,, $59.47 , $118.28 
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387, -   ,,,,,,, -   ,707,"34,511"," $48,731.67 ",,1.12%,,, $68.93 , $125.92 
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326, -   ,,,,,,, -   ,620,"37,838"," $45,793.16 ",,0.86%,,, $73.86 , $140.47 
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311, -   ,,,,,,, -   ,571,"38,630"," $41,260.54 ",,0.81%,,, $72.26 , $132.67 
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287, -   ,,,,,,, -   ,513,"30,881"," $36,373.96 ",,0.93%,,, $70.90 , $126.74 
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274, -   ,,,,,,, -   ,490,"28,372"," $33,427.52 ",,0.97%,,, $68.22 , $122.00 
2014-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348, -   ,,,,,,, -   ,658,"34,929"," $43,179.92 ",,1.00%,,, $65.62 , $124.08 
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342, -   ,,,,,,, -   ,627,"31,864"," $44,437.27 ",,1.07%,,, $70.87 , $129.93 
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312, -   ,,,,,,, -   ,609,"32,782"," $39,661.85 ",,0.95%,,, $65.13 , $127.12 
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,946", -   ,,,,,,, -   ,"5,939","58,017"," $217,165.31 ",,3.35%,,, $36.57 , $111.60 
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357, -   ,,,,,,, -   ,644,"35,897"," $44,031.25 ",,0.99%,,, $68.37 , $123.34 
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280, -   ,,,,,,, -   ,485,"32,813"," $34,542.73 ",,0.85%,,, $71.22 , $123.37 
2014-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256, -   ,,,,,,, -   ,439,"27,886"," $31,351.33 ",,0.92%,,, $71.42 , $122.47 
2014-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345, -   ,,,,,,, -   ,592,"34,707"," $41,132.37 ",,0.99%,,, $69.48 , $119.22 
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348, -   ,,,,,,, -   ,567,"31,620"," $41,048.23 ",,1.10%,,, $72.40 , $117.95 
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356, -   ,,,,,,, -   ,631,"29,777"," $45,525.10 ",,1.20%,,, $72.15 , $127.88 
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,698", -   ,,,,,,, -   ,"5,073","69,272"," $246,716.46 ",,3.89%,,, $48.63 , $91.44 
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374, -   ,,,,,,, -   ,758,"44,315"," $49,709.05 ",,0.84%,,, $65.58 , $132.91 
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294, -   ,,,,,,, -   ,551,"33,425"," $37,346.66 ",,0.88%,,, $67.78 , $127.03 
2014-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304, -   ,,,,,,, -   ,616,"30,227"," $39,264.35 ",,1.01%,,, $63.74 , $129.16 
2014-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385, -   ,,,,,,, -   ,665,"32,766"," $46,481.34 ",,1.17%,,, $69.90 , $120.73 
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388, -   ,,,,,,, -   ,640,"29,923"," $45,361.43 ",,1.30%,,, $70.88 , $116.91 
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307, -   ,,,,,,, -   ,530,"27,037"," $39,180.90 ",,1.14%,,, $73.93 , $127.63 
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274, -   ,,,,,,, -   ,456,"28,266"," $35,166.40 ",,0.97%,,, $77.12 , $128.34 
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592, -   ,,,,,,, -   ,"1,020","41,117"," $60,819.62 ",,1.44%,,, $59.63 , $102.74 
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530, -   ,,,,,,, -   ,884,"37,924"," $53,438.27 ",,1.40%,,, $60.45 , $100.83 
2014-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387, -   ,,,,,,, -   ,740,"32,209"," $45,550.24 ",,1.20%,,, $61.55 , $117.70 
2014-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654, -   ,,,,,,, -   ,"1,133","42,315"," $65,984.66 ",,1.55%,,, $58.24 , $100.89 
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307, -   ,,,,,,, -   ,550,"32,686"," $37,945.13 ",,0.94%,,, $68.99 , $123.60 
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339, -   ,,,,,,, -   ,574,"33,599"," $38,966.91 ",,1.01%,,, $67.89 , $114.95 
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297, -   ,,,,,,, -   ,458,"32,166"," $32,453.32 ",,0.92%,,, $70.86 , $109.27 
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359, -   ,,,,,,, -   ,646,"34,788"," $39,829.61 ",,1.03%,,, $61.66 , $110.95 
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304, -   ,,,,,,, -   ,538,"29,371"," $37,770.96 ",,1.04%,,, $70.21 , $124.25 
2014-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265, -   ,,,,,,, -   ,468,"28,495"," $31,298.36 ",,0.93%,,, $66.88 , $118.11 
2014-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354, -   ,,,,,,, -   ,700,"35,946"," $42,684.89 ",,0.98%,,, $60.98 , $120.58 
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327, -   ,,,,,,, -   ,596,"33,035"," $39,984.88 ",,0.99%,,, $67.09 , $122.28 
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326, -   ,,,,,,, -   ,498,"34,720"," $36,368.09 ",,0.94%,,, $73.03 , $111.56 
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258, -   ,,,,,,, -   ,483,"30,255"," $32,858.62 ",,0.85%,,, $68.03 , $127.36 
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377, -   ,,,,,,, -   ,657,"37,380"," $42,279.28 ",,1.01%,,, $64.35 , $112.15 
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309, -   ,,,,,,, -   ,587,"29,206"," $37,325.80 ",,1.06%,,, $63.59 , $120.80 
2014-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229, -   ,,,,,,, -   ,405,"29,284"," $24,419.92 ",,0.78%,,, $60.30 , $106.64 
2014-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400, -   ,,,,,,, -   ,758,"40,051"," $44,505.54 ",,1.00%,,, $58.71 , $111.26 
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398, -   ,,,,,,, -   ,733,"35,483"," $44,406.48 ",,1.12%,,, $60.58 , $111.57 
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314, -   ,,,,,,, -   ,536,"35,779"," $34,903.55 ",,0.88%,,, $65.12 , $111.16 
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243, -   ,,,,,,, -   ,438,"34,399"," $28,578.94 ",,0.71%,,, $65.25 , $117.61 
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260, -   ,,,,,,, -   ,515,"36,049"," $35,182.24 ",,0.72%,,, $68.32 , $135.32 
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300, -   ,,,,,,, -   ,509,"35,325"," $35,051.22 ",,0.85%,,, $68.86 , $116.84 
2014-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267, -   ,,,,,,, -   ,468,"31,313"," $33,069.72 ",,0.85%,,, $70.66 , $123.86 
2014-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348, -   ,,,,,,, -   ,676,"38,617"," $47,671.09 ",,0.90%,,, $70.52 , $136.99 
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275, -   ,,,,,,, -   ,426,"35,328"," $35,083.80 ",,0.78%,,, $82.36 , $127.58 
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279, -   ,,,,,,, -   ,486,"35,308"," $39,075.09 ",,0.79%,,, $80.40 , $140.05 
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,609", -   ,,,,,,, -   ,"6,158","72,091"," $213,320.12 ",,3.62%,,, $34.64 , $81.76 
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,354", -   ,,,,,,, -   ,"2,840","57,423"," $111,704.78 ",,2.36%,,, $39.33 , $82.50 
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557, -   ,,,,,,, -   ,"1,346","44,943"," $57,735.90 ",,1.24%,,, $42.89 , $103.66 
2014-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374, -   ,,,,,,, -   ,892,"35,975"," $44,091.39 ",,1.04%,,, $49.43 , $117.89 
2014-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739, -   ,,,,,,, -   ,"1,786","53,650"," $85,535.62 ",,1.38%,,, $47.89 , $115.75 
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675, -   ,,,,,,, -   ,"1,516","52,226"," $72,963.07 ",,1.29%,,, $48.13 , $108.09 
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469, -   ,,,,,,, -   ,"1,023","44,792"," $58,195.11 ",,1.05%,,, $56.89 , $124.08 
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434, -   ,,,,,,, -   ,918,"41,271"," $50,398.12 ",,1.05%,,, $54.90 , $116.12 
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440, -   ,,,,,,, -   ,"1,006","44,867"," $56,543.01 ",,0.98%,,, $56.21 , $128.51 
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382, -   ,,,,,,, -   ,696,"39,355"," $44,967.34 ",,0.97%,,, $64.61 , $117.72 
2014-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297, -   ,,,,,,, -   ,604,"35,943"," $37,499.81 ",,0.83%,,, $62.09 , $126.26 
2014-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421, -   ,,,,,,, -   ,849,"42,556"," $50,049.93 ",,0.99%,,, $58.95 , $118.88 
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458, -   ,,,,,,, -   ,894,"45,632"," $55,102.27 ",,1.00%,,, $61.64 , $120.31 
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370, -   ,,,,,,, -   ,731,"41,261"," $46,770.76 ",,0.90%,,, $63.98 , $126.41 
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,329", -   ,,,,,,, -   ,"10,488","90,616"," $320,668.51 ",,4.78%,,, $30.57 , $74.07 
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307, -   ,,,,,,, -   ,502,"52,076"," $37,180.66 ",,0.59%,,, $74.07 , $121.11 
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319, -   ,,,,,,, -   ,580,"42,720"," $42,681.24 ",,0.75%,,, $73.59 , $133.80 
2014-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270, -   ,,,,,,, -   ,424,"37,992"," $36,610.24 ",,0.71%,,, $86.34 , $135.59 
2014-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353, -   ,,,,,,, -   ,619,"48,393"," $49,240.39 ",,0.73%,,, $79.55 , $139.49 
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395, -   ,,,,,,, -   ,569,"44,572"," $48,214.38 ",,0.89%,,, $84.74 , $122.06 
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309, -   ,,,,,,, -   ,436,"40,810"," $39,505.69 ",,0.76%,,, $90.61 , $127.85 
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345, -   ,,,,,,, -   ,496,"51,450"," $47,110.40 ",,0.67%,,, $94.98 , $136.55 
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300, -   ,,,,,,, -   ,527,"55,022"," $45,083.23 ",,0.55%,,, $85.55 , $150.28 
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282, -   ,,,,,,, -   ,458,"46,666"," $39,469.45 ",,0.60%,,, $86.18 , $139.96 
2014-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266, -   ,,,,,,, -   ,377,"45,091"," $33,642.91 ",,0.59%,,, $89.24 , $126.48 
2014-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304, -   ,,,,,,, -   ,486,"54,759"," $43,284.47 ",,0.56%,,, $89.06 , $142.38 
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279, -   ,,,,,,, -   ,392,"54,288"," $38,215.90 ",,0.51%,,, $97.49 , $136.97 
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301, -   ,,,,,,, -   ,426,"51,557"," $46,404.39 ",,0.58%,,, $108.93 , $154.17 
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311, -   ,,,,,,, -   ,426,"44,514"," $46,761.34 ",,0.70%,,, $109.77 , $150.36 
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336, -   ,,,,,,, -   ,477,"48,972"," $46,929.19 ",,0.69%,,, $98.38 , $139.67 
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355, -   ,,,,,,, -   ,507,"39,650"," $50,757.13 ",,0.90%,,, $100.11 , $142.98 
2014-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324, -   ,,,,,,, -   ,429,"41,198"," $43,010.67 ",,0.79%,,, $100.26 , $132.75 
2014-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435, -   ,,,,,,, -   ,647,"52,082"," $62,466.09 ",,0.84%,,, $96.55 , $143.60 
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383, -   ,,,,,,, -   ,533,"46,664"," $56,595.17 ",,0.82%,,, $106.18 , $147.77 
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394, -   ,,,,,,, -   ,653,"50,809"," $66,660.21 ",,0.78%,,, $102.08 , $169.19 
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361, -   ,,,,,,, -   ,553,"47,878"," $54,176.98 ",,0.75%,,, $97.97 , $150.07 
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384, -   ,,,,,,, -   ,510,"55,508"," $54,134.98 ",,0.69%,,, $106.15 , $140.98 
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411, -   ,,,,,,, -   ,629,"45,374"," $60,623.56 ",,0.91%,,, $96.38 , $147.50 
2014-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390, -   ,,,,,,, -   ,585,"49,416"," $56,068.83 ",,0.79%,,, $95.84 , $143.77 
2014-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435, -   ,,,,,,, -   ,611,"49,503"," $60,908.64 ",,0.88%,,, $99.69 , $140.02 
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320, -   ,,,,,,, -   ,446,"52,257"," $47,169.84 ",,0.61%,,, $105.76 , $147.41 
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330, -   ,,,,,,, -   ,452,"47,559"," $51,781.02 ",,0.69%,,, $114.56 , $156.91 
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607, -   ,,,,,,, -   ,881,"60,887"," $74,352.72 ",,1.00%,,, $84.40 , $122.49 
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455, -   ,,,,,,, -   ,665,"50,593"," $56,116.42 ",,0.90%,,, $84.39 , $123.33 
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431, -   ,,,,,,, -   ,636,"48,327"," $59,721.46 ",,0.89%,,, $93.90 , $138.56 
2014-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510, -   ,,,,,,, -   ,848,"55,697"," $67,612.23 ",,0.92%,,, $79.73 , $132.57 
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499, -   ,,,,,,, -   ,786,"55,804"," $68,075.24 ",,0.89%,,, $86.61 , $136.42 
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766, -   ,,,,,,, -   ,"1,154","63,802"," $100,071.05 ",,1.20%,,, $86.72 , $130.64 
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354, -   ,,,,,,, -   ,486,"50,207"," $53,585.44 ",,0.71%,,, $110.26 , $151.37 
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344, -   ,,,,,,, -   ,500,"55,249"," $52,406.20 ",,0.62%,,, $104.81 , $152.34 
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360, -   ,,,,,,, -   ,526,"49,488"," $55,857.00 ",,0.73%,,, $106.19 , $155.16 
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335, -   ,,,,,,, -   ,453,"48,942"," $50,474.99 ",,0.68%,,, $111.42 , $150.67 
2014-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313, -   ,,,,,,, -   ,466,"47,593"," $50,005.91 ",,0.66%,,, $107.31 , $159.76 
2014-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413, -   ,,,,,,, -   ,584,"56,088"," $63,002.48 ",,0.74%,,, $107.88 , $152.55 
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409, -   ,,,,,,, -   ,551,"52,947"," $63,893.36 ",,0.77%,,, $115.96 , $156.22 
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400, -   ,,,,,,, -   ,559,"57,861"," $60,984.38 ",,0.69%,,, $109.10 , $152.46 
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372, -   ,,,,,,, -   ,548,"57,765"," $65,130.73 ",,0.64%,,, $118.85 , $175.08 
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470, -   ,,,,,,, -   ,682,"59,261"," $76,805.49 ",,0.79%,,, $112.62 , $163.42 
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484, -   ,,,,,,, -   ,726,"54,079"," $78,074.78 ",,0.89%,,, $107.54 , $161.31 
2014-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463, -   ,,,,,,, -   ,602,"59,264"," $69,232.80 ",,0.78%,,, $115.00 , $149.53 
2014-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640, -   ,,,,,,, -   ,887,"75,973"," $94,742.60 ",,0.84%,,, $106.81 , $148.04 
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698, -   ,,,,,,, -   ,973,"71,046"," $107,073.93 ",,0.98%,,, $110.05 , $153.40 
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619, -   ,,,,,,, -   ,881,"74,884"," $97,192.38 ",,0.83%,,, $110.32 , $157.02 
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503, -   ,,,,,,, -   ,728,"65,741"," $79,850.40 ",,0.77%,,, $109.68 , $158.75 
